"ENTREZID","baseMean","log2FoldChange","lfcSE","pvalue","padj","SYMBOL","GENENAME","DEG_status","gene_label"
"420",92.5860490136163,0.0100273635197517,0.0664541176492112,0.0247597834406374,0.431359025799623,"ART4","ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)","Not_significant","ART4"
"7402",4861.36531615764,0.0374193761473811,0.0804379206706854,0.024737820768128,0.431359025799623,"UTRN","utrophin","Not_significant","UTRN"
"9429",237.289414833913,0.0103772665303068,0.0657925712327032,0.0247674089139827,0.431359025799623,"ABCG2","ATP binding cassette subfamily G member 2 (JR blood group)","Not_significant","ABCG2"
"1038",36.9299162200356,-0.00583410400980673,0.0657213937099693,0.024909620715952,0.43176004913478,"CDR1","cerebellar degeneration related 1","Not_significant","CDR1"
"162993",228.266644685861,-0.0433084163222421,0.0848006032171768,0.0248363460684146,0.43176004913478,"ZNF846","zinc finger protein 846","Not_significant","ZNF846"
"23245",360.285069574713,-0.0378577084041248,0.0832304018277465,0.0249241477729089,0.43176004913478,"ASTN2","astrotactin 2","Not_significant","ASTN2"
"58505",5810.22628036778,-0.0600475900867891,0.104991861789393,0.02491213006939,0.43176004913478,"OSTC","oligosaccharyltransferase complex non-catalytic subunit","Not_significant","OSTC"
"92815",203.101113180253,-0.0153957350295395,0.067808130433022,0.0249076758938279,0.43176004913478,"H2AC25","H2A clustered histone 25","Not_significant","H2AC25"
"27306",234.771078368934,-0.0125669341166304,0.0670110180434586,0.0249598858529411,0.43191570964173,"HPGDS","hematopoietic prostaglandin D synthase","Not_significant","HPGDS"
"53347",123.978209063956,0.015888024421738,0.0679828582711099,0.0250396933647097,0.432832815174773,"UBASH3A","ubiquitin associated and SH3 domain containing A","Not_significant","UBASH3A"
"3708",1525.58489267163,0.0353745624815508,0.0787945391387325,0.0251064968654253,0.433060247748175,"ITPR1","inositol 1,4,5-trisphosphate receptor type 1","Not_significant","ITPR1"
"85462",990.437342496201,-0.0140724640553586,0.0674089561841033,0.0250932802240277,0.433060247748175,"FHDC1","FH2 domain containing 1","Not_significant","FHDC1"
"25827",484.235542082322,-0.0196186932650087,0.0692774315637934,0.0251780392804997,0.433830783547138,"FBXL2","F-box and leucine rich repeat protein 2","Not_significant","FBXL2"
"84334",373.290656107221,-0.0507866228699608,0.0923557901659419,0.0252221465420019,0.434127458337549,"COA8","cytochrome c oxidase assembly factor 8","Not_significant","COA8"
"84817",1392.986626618,-0.0496827581899965,0.0912258643263056,0.0252974216426925,0.434959395549809,"TXNDC17","thioredoxin domain containing 17","Not_significant","TXNDC17"
"64919",295.391081914184,0.0151769305598676,0.0677569881025433,0.025334739378101,0.435125308243807,"BCL11B","BCL11 transcription factor B","Not_significant","BCL11B"
"940",711.516904065341,0.02387384308387,0.0712064335423912,0.025360973369924,0.435125308243807,"CD28","CD28 molecule","Not_significant","CD28"
"221002",233.959238646507,0.0165175329770641,0.0681867416363174,0.0254128806949012,0.435160628282116,"RASGEF1A","RasGEF domain family member 1A","Not_significant","RASGEF1A"
"23363",1675.42211999268,-0.0271791654241774,0.0729078862286098,0.0254636567464983,0.435160628282116,"OBSL1","obscurin like cytoskeletal adaptor 1","Not_significant","OBSL1"
"57082",729.626992601752,0.0272749980604577,0.0729908983593204,0.0254977983496365,0.435160628282116,"KNL1","kinetochore scaffold 1","Not_significant","KNL1"
"57402",24.0286711029759,-0.00809062776701156,0.0661668013167346,0.0254364990584308,0.435160628282116,"S100A14","S100 calcium binding protein A14","Not_significant","S100A14"
"7412",3467.1330913392,0.0185931184795948,0.0689091122924983,0.0254713538838212,0.435160628282116,"VCAM1","vascular cell adhesion molecule 1","Not_significant","VCAM1"
"10352",733.593671793594,-0.0425618138661696,0.0836926074809768,0.0257195813860135,0.4356256917069,"WARS2","tryptophanyl tRNA synthetase 2, mitochondrial","Not_significant","WARS2"
"113157",121.184994739669,-0.0031975316349498,0.0652491267402496,0.0258018921446793,0.4356256917069,"RPLP0P2","ribosomal protein lateral stalk subunit P0 pseudogene 2","Not_significant","RPLP0P2"
"1302",967.891308839377,-0.0124094377876023,0.0671149062287745,0.0259658966677211,0.4356256917069,"COL11A2","collagen type XI alpha 2 chain","Not_significant","COL11A2"
"1378",878.013131595395,0.0199416678864539,0.0695508805211234,0.0259012628581885,0.4356256917069,"CR1","complement C3b/C4b receptor 1 (Knops blood group)","Not_significant","CR1"
"149013",22.5302658462984,0.0255662013010042,0.0720443214778362,0.0257616824963845,0.4356256917069,"NBPF12","NBPF member 12","Not_significant","NBPF12"
"152573",97.8749678809765,0.0114195526148507,0.0667518130511442,0.0257470867160568,0.4356256917069,"SHISA3","shisa family member 3","Not_significant","SHISA3"
"206338",31.1887365743085,0.00758256168158631,0.0657227863221399,0.0258149420980163,0.4356256917069,"LVRN","laeverin","Not_significant","LVRN"
"245812",697.810403710883,-0.0387006111025486,0.0807872052019124,0.0259686440103598,0.4356256917069,"CNPY4","canopy FGF signaling regulator 4","Not_significant","CNPY4"
"3560",867.491763858573,0.0179391817180657,0.0686401712531277,0.0258235409218671,0.4356256917069,"IL2RB","interleukin 2 receptor subunit beta","Not_significant","IL2RB"
"441046",42.7828277808466,-0.0119914477321061,0.0668659864402485,0.025962275601337,0.4356256917069,"GUSBP5","GUSB pseudogene 5","Not_significant","GUSBP5"
"51454",1755.49283495818,-0.0160077501639404,0.0680093670778453,0.0259216026962999,0.4356256917069,"GULP1","GULP PTB domain containing engulfment adaptor 1","Not_significant","GULP1"
"55784",453.094944638776,0.0170081357986759,0.0683499183433764,0.0258494731894684,0.4356256917069,"MCTP2","multiple C2 and transmembrane domain containing 2","Not_significant","MCTP2"
"57628",36.1584366338027,0.00015872107539292,0.0653490243747682,0.0255584532873403,0.4356256917069,"DPP10","dipeptidyl peptidase like 10","Not_significant","DPP10"
"5797",6024.55049369741,-0.0240879305796589,0.0708888048409243,0.0256129767336951,0.4356256917069,"PTPRM","protein tyrosine phosphatase receptor type M","Not_significant","PTPRM"
"6921",3115.98955083322,-0.0405815414134891,0.0823130899554617,0.0260107257234718,0.4356256917069,"ELOC","elongin C","Not_significant","ELOC"
"959",87.3494415750432,0.0126105201152647,0.067038581905807,0.0258872429075713,0.4356256917069,"CD40LG","CD40 ligand","Not_significant","CD40LG"
"9681",744.390805643926,0.067697680510754,0.11356227144509,0.0260008686720692,0.4356256917069,"DEPDC5","DEP domain containing 5, GATOR1 subcomplex subunit","Not_significant","DEPDC5"
"9862",1964.99554183911,-0.0789977461781375,0.125272278777188,0.0257801131655867,0.4356256917069,"MED24","mediator complex subunit 24","Not_significant","MED24"
"9938",1276.98106849715,0.0220187422715168,0.0703287084376544,0.0260631645934577,0.436051598301943,"ARHGAP25","Rho GTPase activating protein 25","Not_significant","ARHGAP25"
"29945",1608.29453651725,-0.0842753439571053,0.138950678437866,0.0261471837972854,0.437004433133719,"ANAPC4","anaphase promoting complex subunit 4","Not_significant","ANAPC4"
"199745",218.087653644402,-0.0481749935482894,0.0894875164631589,0.0263572794714444,0.438365749292785,"THAP8","THAP domain containing 8","Not_significant","THAP8"
"256987",3226.63014211689,0.0358405358266072,0.0785856737418757,0.0263915458849543,0.438365749292785,"SERINC5","serine incorporator 5","Not_significant","SERINC5"
"3488",14197.9444948726,0.0200501471553413,0.0694783014101193,0.0262936371527677,0.438365749292785,"IGFBP5","insulin like growth factor binding protein 5","Not_significant","IGFBP5"
"360200",34.651336862966,-0.00932577499677766,0.0662468454724729,0.0263893968225235,0.438365749292785,"TMPRSS9","transmembrane serine protease 9","Not_significant","TMPRSS9"
"4299",3236.81356579554,0.047931676063477,0.0898755000036244,0.0263065871141692,0.438365749292785,"AFF1","ALF transcription elongation factor 1","Not_significant","AFF1"
"6335",254.798876534628,0.00189352748400868,0.065131351690342,0.0263854454709021,0.438365749292785,"SCN9A","sodium voltage-gated channel alpha subunit 9","Not_significant","SCN9A"
"100170841",260.965438557908,0.0278644034410893,0.0733061165204748,0.0265421836933416,0.440182383836245,"EPOP","elongin BC and polycomb repressive complex 2 associated protein","Not_significant","EPOP"
"6337",36.6360204614836,-0.00763343036440133,0.0659051242504078,0.0265554439056366,0.440182383836245,"SCNN1A","sodium channel epithelial 1 subunit alpha","Not_significant","SCNN1A"
"224",3103.15702379609,0.0204010336796268,0.0675831687060668,0.02660084920824,0.44048277996619,"ALDH3A2","aldehyde dehydrogenase 3 family member A2","Not_significant","ALDH3A2"
"155054",103.356894985145,-0.0283309799512769,0.0735195757164717,0.0267260759878073,0.440748209216699,"ZNF425","zinc finger protein 425","Not_significant","ZNF425"
"23432",2238.4925814942,-0.0184704932434089,0.0689424386401759,0.0266825739356892,0.440748209216699,"GPR161","G protein-coupled receptor 161","Not_significant","GPR161"
"55652",1007.79160785138,-0.0268572697821988,0.0726931461158822,0.0266962559270382,0.440748209216699,"SLC48A1","solute carrier family 48 member 1","Not_significant","SLC48A1"
"643723",25.5662772300402,-0.0147414471000409,0.0675976707389556,0.0267179563546663,0.440748209216699,"LYPLAL1-DT","LYPLAL1 divergent transcript","Not_significant","LYPLAL1-DT"
"116211",21.7308017354568,-0.00786493695472994,0.0660887904646522,0.0267930318229264,0.441401529368517,"TM4SF19","transmembrane 4 L six family member 19","Not_significant","TM4SF19"
"643911",844.086790920033,-0.0189196011493804,0.0690143905816896,0.0268510062837282,0.441905704842804,"CRNDE","colorectal neoplasia differentially expressed","Not_significant","CRNDE"
"116986",214.913786869282,0.0211359501492777,0.0699296561090502,0.0269116911402284,0.442420970455871,"AGAP2","ArfGAP with GTPase domain, ankyrin repeat and PH domain 2","Not_significant","AGAP2"
"83746",1557.41821916947,0.053312414843096,0.0930143930543609,0.0269509229100403,0.442420970455871,"L3MBTL2","L3MBTL histone methyl-lysine binding protein 2","Not_significant","L3MBTL2"
"9110",3102.46872532383,0.0434586769410577,0.0831708943477429,0.0269645236871215,0.442420970455871,"MTMR4","myotubularin related protein 4","Not_significant","MTMR4"
"256764",265.866908249009,0.00455199373077998,0.0655450910258558,0.0271766185217636,0.444996456423806,"WDR72","WD repeat domain 72","Not_significant","WDR72"
"51503",2418.37712465133,-0.0521823541978543,0.0935726955498686,0.0271600806927693,0.444996456423806,"CWC15","CWC15 spliceosome associated protein","Not_significant","CWC15"
"388759",22.2732115209876,-0.0151895103844291,0.0677299178186627,0.0273360867832655,0.446701539590913,"LINC02897","long intergenic non-protein coding RNA 2897","Not_significant","LINC02897"
"399888",73.1526214717889,-0.0123365274813808,0.0669448668648227,0.0273196674113788,0.446701539590913,"FAM180B","family with sequence similarity 180 member B","Not_significant","FAM180B"
"10882",36.5156023713183,-0.0109774718958343,0.0666283373117156,0.0275287747168461,0.448628936476487,"C1QL1","complement C1q like 1","Not_significant","C1QL1"
"400566",106.580377634274,-0.0225143067073018,0.0705036118750413,0.0275046563031484,0.448628936476487,"LIAT1","ligand of ATE1","Not_significant","LIAT1"
"91523",292.250135911621,0.0190667500978744,0.0690844065216779,0.0275373970918673,0.448628936476487,"PCED1B","PC-esterase domain containing 1B","Not_significant","PCED1B"
"353116",441.023365904731,-0.0514258348024293,0.0927786241484534,0.0275908789045246,0.449047116848336,"RILPL1","Rab interacting lysosomal protein like 1","Not_significant","RILPL1"
"10673",1527.92460911993,0.0211159880340349,0.0699149483491263,0.0276574072865569,0.449300383833308,"TNFSF13B","TNF superfamily member 13b","Not_significant","TNFSF13B"
"64757",312.734292475234,0.0223559971583714,0.0704588035888003,0.0276620985772876,0.449300383833308,"MTARC1","mitochondrial amidoxime reducing component 1","Not_significant","MTARC1"
"5631",2069.76085445367,0.090238536412871,0.145241764301929,0.0276957392022258,0.449394682834106,"PRPS1","phosphoribosyl pyrophosphate synthetase 1","Not_significant","PRPS1"
"1606",903.550200155241,0.0269021965889745,0.072737262791713,0.0277563372279442,0.449925767615622,"DGKA","diacylglycerol kinase alpha","Not_significant","DGKA"
"1804",33.0129643710551,0.00149893485934077,0.0653082440603765,0.0278450134190213,0.450910473069306,"DPP6","dipeptidyl peptidase like 6","Not_significant","DPP6"
"1445",2810.95435977917,0.039267307979548,0.0812103117203523,0.0281487291187622,0.452650629105992,"CSK","C-terminal Src kinase","Not_significant","CSK"
"3683",1389.71520831191,0.0181233770389268,0.0687281885202681,0.0280270800118326,0.452650629105992,"ITGAL","integrin subunit alpha L","Not_significant","ITGAL"
"5144",1406.04081341633,0.0291878995657974,0.07427914186597,0.0281397732582842,0.452650629105992,"PDE4D","phosphodiesterase 4D","Not_significant","PDE4D"
"55200",40.6843483167374,0.0137492920086053,0.0673288666425424,0.0281133464308478,0.452650629105992,"PLEKHG6","pleckstrin homology and RhoGEF domain containing G6","Not_significant","PLEKHG6"
"6494",1316.71004950412,0.0346791985089942,0.0776203297997113,0.0280928718722702,0.452650629105992,"SIPA1","signal-induced proliferation-associated 1","Not_significant","SIPA1"
"84069",26.5593858209581,-0.011124684110461,0.0666595654573343,0.0280307705400797,0.452650629105992,"PLEKHN1","pleckstrin homology domain containing N1","Not_significant","PLEKHN1"
"9919",3200.24512145825,0.0616980565418053,0.105394241208214,0.0280731808282034,0.452650629105992,"SEC16A","SEC16 homolog A, endoplasmic reticulum export factor","Not_significant","SEC16A"
"51703",1496.00972260856,0.0216704839985684,0.0701482427081959,0.0282088317849487,0.453165760366167,"ACSL5","acyl-CoA synthetase long chain family member 5","Not_significant","ACSL5"
"283663",67.3627050979305,2.53508935686472,0.535720046300604,0.0282477479563866,0.453339851645986,"LINC00926","long intergenic non-protein coding RNA 926","Not_significant","LINC00926"
"5862",8325.43003319974,-0.0398655599221746,0.0818153263555855,0.0285588166419435,0.457876955992232,"RAB2A","RAB2A, member RAS oncogene family","Not_significant","RAB2A"
"26579",429.086769061491,0.0038043728475718,0.0653130880991079,0.0286859932922135,0.458549863072067,"MYEOV","myeloma overexpressed","Not_significant","MYEOV"
"84313",2198.49948620159,-0.0510653526409075,0.0919509132088584,0.0286719983074659,0.458549863072067,"VPS25","vacuolar protein sorting 25 homolog","Not_significant","VPS25"
"92797",155.421739658015,0.0414216204232645,0.0829315780542365,0.0286455303409731,0.458549863072067,"HELB","DNA helicase B","Not_significant","HELB"
"441058",59.0596916813682,-0.0029187851830408,0.0655083710008386,0.0288331114498102,0.459536608447371,"LINC01667","long intergenic non-protein coding RNA 1667","Not_significant","LINC01667"
"54511",16.0034290213057,0.0104370276936088,0.0665263925868536,0.0288083270288957,0.459536608447371,"HMGCLL1","3-hydroxy-3-methylglutaryl-CoA lyase like 1","Not_significant","HMGCLL1"
"7755",164.605661859109,-0.0362095384560321,0.078567152076171,0.028797283801516,0.459536608447371,"ZNF205","zinc finger protein 205","Not_significant","ZNF205"
"123803",2039.51850164883,-0.0279527188936695,0.0731495663039399,0.0288692634486563,0.459659031931515,"NTAN1","N-terminal asparagine amidase","Not_significant","NTAN1"
"3716",8671.57374875213,0.0577174116700391,0.100120857209911,0.028937068411583,0.460284699019712,"JAK1","Janus kinase 1","Not_significant","JAK1"
"79668",1571.57971466324,0.00629707570059711,0.0651506970797231,0.0290207873271416,0.46116201909124,"PARP8","poly(ADP-ribose) polymerase family member 8","Not_significant","PARP8"
"23034",2611.18668657083,-0.027565278566972,0.0730236149390003,0.0290751727430061,0.461571940939857,"SAMD4A","sterile alpha motif domain containing 4A","Not_significant","SAMD4A"
"79714",672.123655192257,-0.969254305578347,0.256990192815694,0.029137160541989,0.461709371924902,"CCDC51","coiled-coil domain containing 51","Not_significant","CCDC51"
"79865",39.0806534450382,2.41001049447565,0.82026604860683,0.0291696227540044,0.461709371924902,"TREML2","triggering receptor expressed on myeloid cells like 2","Not_significant","TREML2"
"999",7365.5475455229,-0.00896931201120783,0.0662671086050568,0.0291695936892713,0.461709371924902,"CDH1","cadherin 1","Not_significant","CDH1"
"10647",19.7787756092794,-0.00513761792632987,0.0657069247494063,0.0293852391333967,0.462262659106719,"SCGB1D2","secretoglobin family 1D member 2","Not_significant","SCGB1D2"
"130162",175.962309659622,-0.0220895649331903,0.0702904968213622,0.0293456646958172,0.462262659106719,"CLHC1","clathrin heavy chain linker domain containing 1","Not_significant","CLHC1"
"23077",4353.9980306091,0.0492889368680799,0.0908554915073506,0.0294089682983415,0.462262659106719,"MYCBP2","MYC binding protein 2","Not_significant","MYCBP2"
"23539",19.3501300226166,-0.0136571445987654,0.0672522613375977,0.0294204493856483,0.462262659106719,"SLC16A8","solute carrier family 16 member 8","Not_significant","SLC16A8"
"340554",70.7526789751266,0.0207429257179751,0.0697375594700928,0.0292938135537063,0.462262659106719,"ZC3H12B","zinc finger CCCH-type containing 12B","Not_significant","ZC3H12B"
"5630",22.5700879190789,-0.00695036711384733,0.0659373334914312,0.02933986644678,0.462262659106719,"PRPH","peripherin","Not_significant","PRPH"
"6044",26.5832863083112,-0.0229545003278818,0.0706795344127276,0.0294336335436177,0.462262659106719,"SNORA62","small nucleolar RNA, H/ACA box 62","Not_significant","SNORA62"
"7840",1083.28348066054,0.0522021132989925,0.0941464982613043,0.0293933860334958,0.462262659106719,"ALMS1","ALMS1 centrosome and basal body associated protein","Not_significant","ALMS1"
"6877",289.695226542553,0.0601992089923722,0.104492442009681,0.0295609393577671,0.463810851245044,"TAF5","TATA-box binding protein associated factor 5","Not_significant","TAF5"
"10859",713.742009222936,0.0198691445359611,0.0693772267217539,0.0298562884843087,0.465729253699675,"LILRB1","leukocyte immunoglobulin like receptor B1","Not_significant","LILRB1"
"144577",324.433838375005,0.0422055547913072,0.0836325287120529,0.029777674491718,0.465729253699675,"KICS2","KICSTOR subunit 2","Not_significant","KICS2"
"3664",351.365663995044,-0.000222836582182017,0.065248826524711,0.0298365669865044,0.465729253699675,"IRF6","interferon regulatory factor 6","Not_significant","IRF6"
"4489",54.2889139556985,-0.00161781361420832,0.0652931321944124,0.0298334958870071,0.465729253699675,"MT1A","metallothionein 1A","Not_significant","MT1A"
"79879",144.74549848817,0.050550720410514,0.0917710073203557,0.0297538801489839,0.465729253699675,"CCDC134","coiled-coil domain containing 134","Not_significant","CCDC134"
"84206",316.034367255749,0.00666109247498989,0.0650292351902478,0.0298318036571476,0.465729253699675,"MEX3B","mex-3 RNA binding family member B","Not_significant","MEX3B"
"926",224.936052662126,0.0146065557808981,0.0675643104376507,0.0299056997845997,0.466049732647068,"CD8B","CD8 subunit beta","Not_significant","CD8B"
"1577",57.7580194007124,2.8042744668608,0.606129304682747,0.0300190821427454,0.466465910678176,"CYP3A5","cytochrome P450 family 3 subfamily A member 5","Not_significant","CYP3A5"
"253559",49.2846594400697,0.0124844981952203,0.0669910773044553,0.0300011348695981,0.466465910678176,"CADM2","cell adhesion molecule 2","Not_significant","CADM2"
"25777",3916.77169600555,0.0375872377284228,0.0797644480910723,0.0299761193495725,0.466465910678176,"SUN2","Sad1 and UNC84 domain containing 2","Not_significant","SUN2"
"147650",87.8893192642199,-0.0190919924706937,0.0690464680633543,0.0301573934496781,0.466817945584902,"SPACA6","sperm acrosome associated 6","Not_significant","SPACA6"
"391356",618.158191402762,-0.0247829905392414,0.0715541356506317,0.0301322041003717,0.466817945584902,"PTRHD1","peptidyl-tRNA hydrolase domain containing 1","Not_significant","PTRHD1"
"51256",5518.19671620771,-0.0151306262019259,0.0676932926527884,0.0301096308255214,0.466817945584902,"TBC1D7","TBC1 domain family member 7","Not_significant","TBC1D7"
"5786",5483.62747662066,-0.0589485508806244,0.100737867863655,0.0301081321314461,0.466817945584902,"PTPRA","protein tyrosine phosphatase receptor type A","Not_significant","PTPRA"
"140686",25.2474105420533,-0.0104394416853976,0.0665069103600884,0.0302197101201011,0.467334501809418,"WFDC3","WAP four-disulfide core domain 3","Not_significant","WFDC3"
"152078",94.6695906298752,-0.00784931506687622,0.0660378570407941,0.0303502928966818,0.467979879245115,"SLC66A1LP","solute carrier family 66 member 1 like, pseudogene","Not_significant","SLC66A1LP"
"1749",82.4390434139942,-0.00847035794102384,0.0661383218859492,0.03042432659717,0.467979879245115,"DLX5","distal-less homeobox 5","Not_significant","DLX5"
"57211",2525.24995355122,0.0168899426026191,0.0682789751002324,0.0303783946068826,0.467979879245115,"ADGRG6","adhesion G protein-coupled receptor G6","Not_significant","ADGRG6"
"669",1079.10169506337,-0.0658263930616194,0.11017799859086,0.0304347401266887,0.467979879245115,"BPGM","bisphosphoglycerate mutase","Not_significant","BPGM"
"7326",2506.27629759111,0.0477799146430344,0.0889025951270698,0.030352446301448,0.467979879245115,"UBE2G1","ubiquitin conjugating enzyme E2 G1","Not_significant","UBE2G1"
"81562",911.088405870977,-0.0608006225913954,0.103289663371354,0.030435359133315,0.467979879245115,"LMAN2L","lectin, mannose binding 2 like","Not_significant","LMAN2L"
"10125",501.283595433217,0.018262657724581,0.0687586745070437,0.0305106715298041,0.468516770903197,"RASGRP1","RAS guanyl releasing protein 1","Not_significant","RASGRP1"
"80331",3717.82149339062,0.0466376088173793,0.0878831003238485,0.0305863534550616,0.468516770903197,"DNAJC5","DnaJ heat shock protein family (Hsp40) member C5","Not_significant","DNAJC5"
"81793",154.291187334505,3.01488938039308,0.742140006912509,0.030586327966708,0.468516770903197,"TLR10","toll like receptor 10","Not_significant","TLR10"
"85478",46.4901743366789,0.0280963400237573,0.0733422952615354,0.0305390763796328,0.468516770903197,"DRC2","dynein regulatory complex subunit 2","Not_significant","DRC2"
"28231",290.201310660401,2.601169718285,0.447174661512489,0.0306440176697062,0.468955132964366,"SLCO4A1","solute carrier organic anion transporter family member 4A1","Not_significant","SLCO4A1"
"78992",866.083490353748,-0.0465657127051292,0.0874141436283426,0.0307009971227567,0.469382195593662,"YIPF2","Yip1 domain family member 2","Not_significant","YIPF2"
"100506639",156.659407314477,-0.0537956149359768,0.0944522949728764,0.0308907904250085,0.469615641630662,"LOC100506639","uncharacterized LOC100506639","Not_significant","LOC100506639"
"10436",1242.00343727424,0.0552890877827883,0.0969620139731508,0.0308365631354953,0.469615641630662,"EMG1","EMG1 N1-specific pseudouridine methyltransferase","Not_significant","EMG1"
"360132",146.953437302091,-0.000985550634621265,0.0647861763508751,0.0308511586129534,0.469615641630662,"FKBP9P1","FKBP prolyl isomerase 9 pseudogene 1","Not_significant","FKBP9P1"
"388182",25.1629307477687,0.0176620384902787,0.0685363417357649,0.0307998892124411,0.469615641630662,"SPATA41","spermatogenesis associated 41","Not_significant","SPATA41"
"79762",738.692342596341,0.021751052317671,0.0701519079317507,0.0308268929126731,0.469615641630662,"C1orf115","chromosome 1 open reading frame 115","Not_significant","C1orf115"
"8382",114.201487592547,-0.0156253024882347,0.0678447079911529,0.0308824543347476,0.469615641630662,"NME5","NME/NM23 family member 5","Not_significant","NME5"
"27231",21.8050045382504,-0.00796355567993551,0.0661311191240173,0.0310340638347476,0.470549613556508,"NMRK2","nicotinamide riboside kinase 2","Not_significant","NMRK2"
"28671",30.2939014371029,0.0112173207070101,0.066689323842982,0.0310437711146452,0.470549613556508,"TRAV13-1","T cell receptor alpha variable 13-1","Not_significant","TRAV13-1"
"4063",299.827218488509,0.0132070347730882,0.0671726022898751,0.0310484930015672,0.470549613556508,"LY9","lymphocyte antigen 9","Not_significant","LY9"
"951",1623.32124546472,0.0177593251254509,0.0685741134063425,0.0310688069403058,0.470549613556508,"CD37","CD37 molecule","Not_significant","CD37"
"2175",430.357145626339,0.0360757007933281,0.0785340100496086,0.0311223734721178,0.470919137495166,"FANCA","FA complementation group A","Not_significant","FANCA"
"10788",3698.66090429129,0.0230257787036568,0.0707207396912375,0.0312218949498125,0.471982672251613,"IQGAP2","IQ motif containing GTPase activating protein 2","Not_significant","IQGAP2"
"7294",127.600137136205,0.0204485383562818,0.0695950994573675,0.0313345936531077,0.472900190504402,"TXK","TXK tyrosine kinase","Not_significant","TXK"
"92270",113.361216434046,-0.0273449775238506,0.0728671445697306,0.031341170878892,0.472900190504402,"ATP6AP1L","ATPase H+ transporting accessory protein 1 like (pseudogene)","Not_significant","ATP6AP1L"
"126119",309.895044251273,-0.0195753791244539,0.0692186728901915,0.0317362297485579,0.473371064156257,"JOSD2","Josephin domain containing 2","Not_significant","JOSD2"
"140823",1187.61747023842,-0.0283867817315635,0.0734509044874881,0.0315830555518674,0.473371064156257,"ROMO1","reactive oxygen species modulator 1","Not_significant","ROMO1"
"147184",453.624204913839,-0.0272394377168335,0.0727422861963638,0.0318130322236147,0.473371064156257,"KRT10-AS1","KRT10 antisense RNA 1","Not_significant","KRT10-AS1"
"147670",30.5041602584386,-0.013979830077755,0.067356037026116,0.0317681163707478,0.473371064156257,"SMIM17","small integral membrane protein 17","Not_significant","SMIM17"
"201501",77.3149442371215,-0.0112131675225387,0.066668778357473,0.0314692560688973,0.473371064156257,"ZBTB7C","zinc finger and BTB domain containing 7C","Not_significant","ZBTB7C"
"23306",2181.48056428323,0.0438649654684828,0.0849430308908708,0.0318604550567758,0.473371064156257,"NEMP1","nuclear envelope integral membrane protein 1","Not_significant","NEMP1"
"259236",25.5042304750333,0.0149519048419974,0.0676545516397563,0.0315790790893171,0.473371064156257,"TMIE","transmembrane inner ear","Not_significant","TMIE"
"26521",1527.19305864649,-0.0358793001301262,0.078227474597097,0.0316656472482387,0.473371064156257,"TIMM8B","translocase of inner mitochondrial membrane 8 homolog B","Not_significant","TIMM8B"
"283897",310.582322159942,0.0163465255361616,0.0680916632148878,0.0314048267631123,0.473371064156257,"C16orf54","chromosome 16 open reading frame 54","Not_significant","C16orf54"
"51725",19.3893896856264,-0.00474715022162838,0.0656485906410488,0.0318708173885321,0.473371064156257,"FBXO40","F-box protein 40","Not_significant","FBXO40"
"54463",932.330343040331,-0.0152459702487109,0.0676961906770373,0.0314364275631167,0.473371064156257,"RETREG1","reticulophagy regulator 1","Not_significant","RETREG1"
"55152",755.091936505257,-0.0351991838726922,0.0778153729834521,0.0317073952131269,0.473371064156257,"DALRD3","DALR anticodon binding domain containing 3","Not_significant","DALRD3"
"55244",790.445889946417,0.0172198137447892,0.0683803823543529,0.0318447971798618,0.473371064156257,"SLC47A1","solute carrier family 47 member 1","Not_significant","SLC47A1"
"81790",1501.56863486117,-0.0608733445403165,0.102793995267733,0.0316083869097022,0.473371064156257,"RNF170","ring finger protein 170","Not_significant","RNF170"
"84798",1509.42369224645,-0.02550799884399,0.0718853497863493,0.0316462772217582,0.473371064156257,"C19orf48P","multidrug resistance-related protein","Not_significant","C19orf48P"
"89894",356.297143128099,-0.035081522781231,0.0777209051098155,0.0317943019952539,0.473371064156257,"TMEM116","transmembrane protein 116","Not_significant","TMEM116"
"9099",132.906261096463,-0.015543893624006,0.0678119309537009,0.0317988342558511,0.473371064156257,"USP2","ubiquitin specific peptidase 2","Not_significant","USP2"
"50943",104.550987590099,0.0185940131222652,0.0688665321775765,0.0320613933795615,0.475102249500498,"FOXP3","forkhead box P3","Not_significant","FOXP3"
"55320",1766.04669533902,0.0615935708678609,0.107033468855226,0.0320756551226722,0.475102249500498,"MIS18BP1","MIS18 binding protein 1","Not_significant","MIS18BP1"
"55422",1069.34573217009,-0.0232322554058007,0.0707775413349517,0.03206058528759,0.475102249500498,"ZNF331","zinc finger protein 331","Not_significant","ZNF331"
"11190",1382.79617536024,0.0633557313043756,0.106232542017412,0.032224859189613,0.476002151524521,"CEP250","centrosomal protein 250","Not_significant","CEP250"
"158866",87.3656421954362,-0.0091561935947603,0.0662548742215085,0.0321697446890491,0.476002151524521,"ZDHHC15","zDHHC palmitoyltransferase 15","Not_significant","ZDHHC15"
"3003",635.030764757314,0.0148774027624884,0.0676325232496382,0.0322102739885289,0.476002151524521,"GZMK","granzyme K","Not_significant","GZMK"
"9627",111.301625976652,0.016394710292082,0.0681010512241923,0.0322884122723336,0.476504950764923,"SNCAIP","synuclein alpha interacting protein","Not_significant","SNCAIP"
