"ENTREZID","baseMean","log2FoldChange","lfcSE","pvalue","padj","SYMBOL","GENENAME","DEG_status","gene_label"
"90338",1292.1695593094,-0.00797949573923322,0.0639649931422238,0.62095057985626,0.923108217404269,"ZNF160","zinc finger protein 160","Not_significant","ZNF160"
"29920",1162.12041956804,-0.0102090274274168,0.0630091230951317,0.621603307633791,0.923340270654849,"PYCR2","pyrroline-5-carboxylate reductase 2","Not_significant","PYCR2"
"402665",24.2794090317066,0.0113033771581631,0.0665144468133087,0.621591808809891,0.923340270654849,"IGLON5","IgLON family member 5","Not_significant","IGLON5"
"6400",8108.13530982252,0.00768423083155429,0.0637380671730845,0.621754082854056,0.923401934570722,"SEL1L","SEL1L adaptor subunit of SYVN1 ubiquitin ligase","Not_significant","SEL1L"
"64778",4030.65506354584,0.00635739983531173,0.0641996383267445,0.621759209087539,0.923401934570722,"FNDC3B","fibronectin type III domain containing 3B","Not_significant","FNDC3B"
"23098",145.631543705821,0.00734908242889322,0.0641946687813273,0.621963593381838,0.923545032578283,"SARM1","sterile alpha and TIR motif containing 1","Not_significant","SARM1"
"253959",762.352937239992,0.00853925179027293,0.0637044359418615,0.621969968363188,0.923545032578283,"RALGAPA1","Ral GTPase activating protein catalytic subunit alpha 1","Not_significant","RALGAPA1"
"100286793",33.1379416300147,0.00450061783209336,0.0649981787779555,0.622666244174401,0.92368648887795,NA,NA,"Not_significant","100286793"
"10400",569.387557118547,-0.00610915327416883,0.0646261165531087,0.623320345277824,0.92368648887795,"PEMT","phosphatidylethanolamine N-methyltransferase","Not_significant","PEMT"
"125875",24.3739145328927,-0.00417564453947649,0.0650497577686094,0.62328710311136,0.92368648887795,"CLDND2","claudin domain containing 2","Not_significant","CLDND2"
"127435",1154.28095284245,-0.00269233532336565,0.0652667148458294,0.622985012076784,0.92368648887795,"PODN","podocan","Not_significant","PODN"
"132001",401.97595676794,-0.00860817533653294,0.0636828220323656,0.622336915638714,0.92368648887795,"TAMM41","TAM41 mitochondrial translocator assembly and maintenance homolog","Not_significant","TAMM41"
"196528",1662.44027788945,0.0104450950021278,0.0625821427509722,0.62272910362254,0.92368648887795,"ARID2","AT-rich interaction domain 2","Not_significant","ARID2"
"23185",2445.82868520396,0.0108024811422288,0.0622991343821677,0.623051713787729,0.92368648887795,"LARP4B","La ribonucleoprotein 4B","Not_significant","LARP4B"
"252884",101.197203444219,-0.00513964899650192,0.0648449201776062,0.623047145744893,0.92368648887795,"ZNF396","zinc finger protein 396","Not_significant","ZNF396"
"2592",916.852247379391,-0.00668719106667058,0.0644031957885391,0.622142354353977,0.92368648887795,"GALT","galactose-1-phosphate uridylyltransferase","Not_significant","GALT"
"284076",14.8007338750415,-0.00404484873237062,0.0655844075718508,0.622302309974576,0.92368648887795,"TTLL6","tubulin tyrosine ligase like 6","Not_significant","TTLL6"
"2934",12816.4965037511,0.00573791869101684,0.0647191869841688,0.622991415732873,0.92368648887795,"GSN","gelsolin","Not_significant","GSN"
"2965",3002.22131262457,-0.00978842844426816,0.0614506326365945,0.62266082852576,0.92368648887795,"GTF2H1","general transcription factor IIH subunit 1","Not_significant","GTF2H1"
"3512",9138.42631187359,0.00258581234401043,0.0652909958290626,0.622432774819235,0.92368648887795,"JCHAIN","joining chain of multimeric IgA and IgM","Not_significant","JCHAIN"
"439965",20.9669518661016,0.00357986562163698,0.0651546239173359,0.622902285782977,0.92368648887795,"SHLD2P3","shieldin complex subunit 2 pseudogene 3","Not_significant","SHLD2P3"
"5139",975.817080264852,0.888503940440556,0.997082093971459,0.623438319560423,0.92368648887795,"PDE3A","phosphodiesterase 3A","Not_significant","PDE3A"
"54331",5949.40586454716,-0.00473749359278995,0.0649296408213722,0.623434768790687,0.92368648887795,"GNG2","G protein subunit gamma 2","Not_significant","GNG2"
"54606",2622.31005605749,0.0105621529451934,0.0637150471642331,0.623026396168717,0.92368648887795,"DDX56","DEAD-box helicase 56","Not_significant","DDX56"
"55027",804.176768462081,0.0106155953835645,0.0625578536599174,0.623209708354499,0.92368648887795,"HEATR3","HEAT repeat containing 3","Not_significant","HEATR3"
"55281",1693.08159788022,0.00624801334034494,0.0645679665241675,0.623433576612532,0.92368648887795,"TMEM140","transmembrane protein 140","Not_significant","TMEM140"
"55743",1102.51236769414,0.00866519620661754,0.0636202681371779,0.622427424315968,0.92368648887795,"CHFR","checkpoint with forkhead and ring finger domains","Not_significant","CHFR"
"64114",6619.83853320956,-0.00719065909788259,0.0642166773914949,0.622667486670626,0.92368648887795,"TMBIM1","transmembrane BAX inhibitor motif containing 1","Not_significant","TMBIM1"
"727764",485.785676338813,0.0058487090897451,0.0646895122807556,0.62296150309969,0.92368648887795,"MAFIP","MAFF interacting protein","Not_significant","MAFIP"
"8514",4630.87077992623,-0.00374891587651094,0.0650696244372894,0.623186064757666,0.92368648887795,"KCNAB2","potassium voltage-gated channel subfamily A regulatory beta subunit 2","Not_significant","KCNAB2"
"9836",600.536773603497,-0.00938932892433618,0.0633222359288375,0.622492924618998,0.92368648887795,"LCMT2","leucine carboxyl methyltransferase 2","Not_significant","LCMT2"
"22883",6256.1845178373,-0.00736695692788803,0.0641441752280681,0.623593169146476,0.923831135609273,"CLSTN1","calsyntenin 1","Not_significant","CLSTN1"
"51201",1357.1705480261,-0.00408207517899065,0.0650498627081531,0.623769402374684,0.924007431997364,"ZDHHC2","zDHHC palmitoyltransferase 2","Not_significant","ZDHHC2"
"7095",7812.25583033209,0.0103026066974225,0.0625293744035443,0.623895573323798,0.924109544157131,"SEC62","SEC62 preprotein translocation factor","Not_significant","SEC62"
"145200",19.3737758552218,-0.00212287745733423,0.0653250730966138,0.62407874084888,0.924128175655441,"LINC00239","long intergenic non-protein coding RNA 239","Not_significant","LINC00239"
"4893",5619.69495587384,-0.00504889434196015,0.0633503518537412,0.624021591305402,0.924128175655441,"NRAS","NRAS proto-oncogene, GTPase","Not_significant","NRAS"
"50939",25.747401768626,-0.00406163799668336,0.0650671152282526,0.62407986987744,0.924128175655441,"IMPG2","interphotoreceptor matrix proteoglycan 2","Not_significant","IMPG2"
"5717",3623.2605284131,-0.0130099019577238,0.0587836951724819,0.624344067368556,0.92441939627565,"PSMD11","proteasome 26S subunit, non-ATPase 11","Not_significant","PSMD11"
"83874",330.602607306907,-0.00719575102367777,0.0642067688835284,0.624391050875563,0.92441939627565,"TBC1D10A","TBC1 domain family member 10A","Not_significant","TBC1D10A"
"158219",245.220202723016,0.00551694112830888,0.0647601818711832,0.624619848981506,0.924564381927923,"TTC39B","tetratricopeptide repeat domain 39B","Not_significant","TTC39B"
"29761",1973.66266010627,0.00895220168279154,0.0637268678247447,0.624693914149809,0.924564381927923,"USP25","ubiquitin specific peptidase 25","Not_significant","USP25"
"402415",16.1677917151744,-0.00251151757951658,0.0653753087468379,0.624889844261226,0.924564381927923,"XKRX","XK related X-linked","Not_significant","XKRX"
"51008",965.21813378366,-0.00903669889715692,0.0633823930184898,0.624726703187735,0.924564381927923,"ASCC1","activating signal cointegrator 1 complex subunit 1","Not_significant","ASCC1"
"57670",574.64392438636,0.00317890686071977,0.0652140898762295,0.624639463752894,0.924564381927923,"KIAA1549","KIAA1549","Not_significant","KIAA1549"
"64215",1707.23309646886,0.0079088603930089,0.0639452561658513,0.624855688066098,0.924564381927923,"DNAJC1","DnaJ heat shock protein family (Hsp40) member C1","Not_significant","DNAJC1"
"8437",42.9261774256467,-0.00218658441804802,0.0653195917181459,0.624783627482521,0.924564381927923,"RASAL1","RAS protein activator like 1","Not_significant","RASAL1"
"51611",1437.25441535539,-0.0068585313997662,0.0643029490461421,0.625009475350571,0.924656646159166,"DPH5","diphthamide biosynthesis 5","Not_significant","DPH5"
"100289495",80.1229695186203,-0.00471878184724659,0.0649266105814848,0.626038224142505,0.924696202042845,"LOC100289495","uncharacterized LOC100289495","Not_significant","LOC100289495"
"1120",105.512731989756,-0.00567068994561174,0.0646983146879575,0.625234140110454,0.924696202042845,"CHKB","choline kinase beta","Not_significant","CHKB"
"138311",314.813486804297,-0.00465472352798702,0.0650047375399395,0.625948398475841,0.924696202042845,"DIPK1B","divergent protein kinase domain 1B","Not_significant","DIPK1B"
"152002",784.814747694766,-0.00824214653971662,0.0638727503151059,0.625847624474296,0.924696202042845,"XXYLT1","xyloside xylosyltransferase 1","Not_significant","XXYLT1"
"164284",30.5040531643261,-0.000767225568969192,0.0652211834697222,0.625318088031239,0.924696202042845,"APCDD1L","APC down-regulated 1 like","Not_significant","APCDD1L"
"1783",6179.91543952547,-0.00983910477623942,0.0628989666931475,0.626008688241272,0.924696202042845,"DYNC1LI2","dynein cytoplasmic 1 light intermediate chain 2","Not_significant","DYNC1LI2"
"27284",28.5594000525178,0.00360575920003019,0.0653618913464633,0.625991654711094,0.924696202042845,"SULT1B1","sulfotransferase family 1B member 1","Not_significant","SULT1B1"
"28971",514.126404039302,-0.0455627895365025,0.0892071107556137,0.625485137249462,0.924696202042845,"AAMDC","adipogenesis associated Mth938 domain containing","Not_significant","AAMDC"
"3346",61.0255172211099,-0.00069156498153979,0.0653851916780378,0.626159219437946,0.924696202042845,"HTN1","histatin 1","Not_significant","HTN1"
"3757",42.2120181713665,-0.00986231806605203,0.0664630529370657,0.626152251171501,0.924696202042845,"KCNH2","potassium voltage-gated channel subfamily H member 2","Not_significant","KCNH2"
"55328",273.009297125031,0.00556815592002589,0.0650011026671729,0.625594089313136,0.924696202042845,"RNLS","renalase, FAD dependent amine oxidase","Not_significant","RNLS"
"677809",22.0909561201281,-0.00438379766734512,0.0649988687812347,0.626193940500059,0.924696202042845,"SNORA24","small nucleolar RNA, H/ACA box 24","Not_significant","SNORA24"
"692086",23.27105041473,-0.00383065241471055,0.0651006729597741,0.62614422992061,0.924696202042845,"SNORD17","small nucleolar RNA, C/D box 17","Not_significant","SNORD17"
"7072",4237.90584451552,-0.00873243957641449,0.0635813355076422,0.626238976347877,0.924696202042845,"TIA1","TIA1 cytotoxic granule associated RNA binding protein","Not_significant","TIA1"
"728577",52.3052611639779,-0.00345292088293025,0.0651620121458513,0.625827730422925,0.924696202042845,"CNTNAP3B","contactin associated protein family member 3B","Not_significant","CNTNAP3B"
"84529",475.750400776569,-0.00716936151651735,0.0641854575644157,0.625665014392802,0.924696202042845,"CDIN1","CDAN1 interacting nuclease 1","Not_significant","CDIN1"
"8549",31.595424153746,0.0108117752718852,0.0665913519644854,0.626228703049352,0.924696202042845,"LGR5","leucine rich repeat containing G protein-coupled receptor 5","Not_significant","LGR5"
"8995",18.0749072229271,0.0024365905616337,0.0652988088590998,0.625137734765871,0.924696202042845,"TNFSF18","TNF superfamily member 18","Not_significant","TNFSF18"
"92737",41.1252190034326,0.00518313973925662,0.0655605052039785,0.625849979550378,0.924696202042845,"DNER","delta/notch like EGF repeat containing","Not_significant","DNER"
"9902",2060.1613194984,-0.00326710575959435,0.0651971046069805,0.625737492034785,0.924696202042845,"MRC2","mannose receptor C-type 2","Not_significant","MRC2"
"9917",4716.07591476501,0.00902485019460486,0.0632847330784434,0.625456974448905,0.924696202042845,"FAM20B","FAM20B glycosaminoglycan xylosylkinase","Not_significant","FAM20B"
"100507557",74.3065906628389,-0.00562190703353205,0.0647019796429843,0.62630164970569,0.92470417325088,"EPM2A-DT","EPM2A divergent transcript","Not_significant","EPM2A-DT"
"162963",187.301539950658,-0.00346213773268686,0.0651547655487337,0.626457047770321,0.924764472547484,"ZNF610","zinc finger protein 610","Not_significant","ZNF610"
"389831",1857.78835902776,-0.00508235478145607,0.0648379221454722,0.626400747637746,0.924764472547484,"LOC389831","uncharacterized LOC389831","Not_significant","LOC389831"
"5157",427.016156451477,-0.00251629159146076,0.065219954257143,0.626557420134086,0.924828080825088,"PDGFRL","platelet derived growth factor receptor like","Not_significant","PDGFRL"
"10479",1444.72914514361,0.0101296419486374,0.0626715145849726,0.626849803347506,0.925108558536573,"SLC9A6","solute carrier family 9 member A6","Not_significant","SLC9A6"
"9134",517.478919793861,-0.00567315711807987,0.064683339648094,0.626862039664919,0.925108558536573,"CCNE2","cyclin E2","Not_significant","CCNE2"
"3554",4651.27818971751,-0.00333389743481222,0.0651767710813772,0.626965523661259,0.925176709579657,"IL1R1","interleukin 1 receptor type 1","Not_significant","IL1R1"
"10134",7972.66400246186,0.00343271807049269,0.0625944812635404,0.627244872315436,0.925488568053803,"BCAP31","B cell receptor associated protein 31","Not_significant","BCAP31"
"55793",936.758134052416,0.00768548845093675,0.064177949720908,0.627291508220054,0.925488568053803,"MINDY1","MINDY lysine 48 deubiquitinase 1","Not_significant","MINDY1"
"10549",4943.59532387336,-0.00778761008523327,0.063952212612625,0.627496841958741,0.92570691825876,"PRDX4","peroxiredoxin 4","Not_significant","PRDX4"
"100129534",39.1177356599146,0.00529525057751412,0.0647961125783681,0.6279456782738,0.925812480081249,"LOC100129534","small nuclear ribonucleoprotein polypeptide N pseudogene","Not_significant","LOC100129534"
"100507632",26.8645592031946,0.00319729030677478,0.0652029521597457,0.627918375819864,0.925812480081249,"LINC00968","long intergenic non-protein coding RNA 968","Not_significant","LINC00968"
"222255",572.762040743563,0.0121442098810467,0.0622105774389005,0.627760637885914,0.925812480081249,"ATXN7L1","ataxin 7 like 1","Not_significant","ATXN7L1"
"23596",697.60041715078,-0.00470804721917939,0.0649246945848685,0.628098100772046,0.925812480081249,"OPN3","opsin 3","Not_significant","OPN3"
"440700",15.4489405412855,-0.00258871824399804,0.0652744545214847,0.627801288597602,0.925812480081249,"CA14P1","CA14 pseudogene 1","Not_significant","CA14P1"
"5382",111.037048673165,-0.00718827541856889,0.0641768529219236,0.628141833806751,0.925812480081249,"PMS2P4","PMS1 homolog 2, mismatch repair system component pseudogene 4","Not_significant","PMS2P4"
"55720",1845.10875520838,-0.00883851907822586,0.0639114520966491,0.627817468082861,0.925812480081249,"TSR1","TSR1 ribosome maturation factor","Not_significant","TSR1"
"57181",2276.25570983849,-0.00707862794436848,0.0641303484279311,0.628060419028753,0.925812480081249,"SLC39A10","solute carrier family 39 member 10","Not_significant","SLC39A10"
"678655",626.074844259072,-0.00729291439522835,0.0641245024607158,0.627895144329205,0.925812480081249,"CD27-AS1","CD27 antisense RNA 1","Not_significant","CD27-AS1"
"6829",3963.86035674965,-0.00619596132183634,0.0591217189625033,0.628048668310543,0.925812480081249,"SUPT5H","SPT5 homolog, DSIF elongation factor subunit","Not_significant","SUPT5H"
"6122",90061.1668007095,-0.00539142237973329,0.0647428660293098,0.62827238389928,0.925920368603731,"RPL3","ribosomal protein L3","Not_significant","RPL3"
"128061",675.567739750284,-0.00860767350201498,0.0635136409220371,0.629042131757032,0.925971957441498,"FSAF1","40S small subunit processome assembly factor 1","Not_significant","FSAF1"
"143503",54.8909063739474,0.00454355493497443,0.0649650001518827,0.629003387442382,0.925971957441498,"OR51E1","olfactory receptor family 51 subfamily E member 1","Not_significant","OR51E1"
"1522",32746.6020338786,0.00419906908622386,0.0650427158461758,0.628780857230409,0.925971957441498,"CTSZ","cathepsin Z","Not_significant","CTSZ"
"163782",68.5040863274758,0.00243015574997238,0.0652977802019113,0.628507408831723,0.925971957441498,"KANK4","KN motif and ankyrin repeat domains 4","Not_significant","KANK4"
"4854",1554.79374835964,0.00524130167459168,0.0648118619632914,0.628506999901678,0.925971957441498,"NOTCH3","notch receptor 3","Not_significant","NOTCH3"
"51313",5568.44183573486,-0.0040963263447383,0.0650388278330161,0.629043153009119,0.925971957441498,"GASK1B","golgi associated kinase 1B","Not_significant","GASK1B"
"5164",830.665365343021,0.00829245104629895,0.0637201479512094,0.628540300095346,0.925971957441498,"PDK2","pyruvate dehydrogenase kinase 2","Not_significant","PDK2"
"5609",1019.62026619712,-0.0101307679827633,0.0623474990616458,0.629065675447098,0.925971957441498,"MAP2K7","mitogen-activated protein kinase kinase 7","Not_significant","MAP2K7"
"56616",109.820006942205,-0.0103320789037648,0.0623590653928721,0.629018564743324,0.925971957441498,"DIABLO","diablo IAP-binding mitochondrial protein","Not_significant","DIABLO"
"57282",24.2786789177607,-0.00240534722546155,0.0652927030044304,0.629110337638637,0.925971957441498,"SLC4A10","solute carrier family 4 member 10","Not_significant","SLC4A10"
"6541",4116.40032423677,-0.00617591696213156,0.0645131481888676,0.628795986062378,0.925971957441498,"SLC7A1","solute carrier family 7 member 1","Not_significant","SLC7A1"
"8725",4131.91548312133,-0.00820738800454721,0.0635748811557363,0.629046828399617,0.925971957441498,"URI1","URI1 prefoldin like chaperone","Not_significant","URI1"
"8874",2753.68891753232,0.0122505150850732,0.0619123007643771,0.62858515410264,0.925971957441498,"ARHGEF7","Rho guanine nucleotide exchange factor 7","Not_significant","ARHGEF7"
"8938",61.5276896950656,0.00384732659448077,0.0650980297201153,0.629085067775463,0.925971957441498,"BAIAP3","BAI1 associated protein 3","Not_significant","BAIAP3"
"11131",26.7115954007713,0.00387247541652698,0.0650926637738976,0.629271006098068,0.925986758159232,"CAPN11","calpain 11","Not_significant","CAPN11"
"158248",18.2492804336487,0.00285845981316599,0.0652447231950746,0.629292456520476,0.925986758159232,"TTC16","tetratricopeptide repeat domain 16","Not_significant","TTC16"
"389125",17.8702572597865,0.890469300340257,0.641210413535746,0.629219658685973,0.925986758159232,"MUSTN1","musculoskeletal, embryonic nuclear protein 1","Not_significant","MUSTN1"
"100506866",37.002415108143,0.0058920211815227,0.064621663787013,0.629477806992112,0.926074162125898,"TTN-AS1","TTN antisense RNA 1","Not_significant","TTN-AS1"
"29109",882.177271579998,0.0074127287812542,0.0640895356020255,0.62954502703293,0.926074162125898,"FHOD1","formin homology 2 domain containing 1","Not_significant","FHOD1"
"54517",1539.41040211498,0.006297067388302,0.0645018144873973,0.629543070517219,0.926074162125898,"PUS7","pseudouridine synthase 7","Not_significant","PUS7"
"9077",29.6557148163198,0.00326218915437769,0.0651885536753031,0.629581294734831,0.926074162125898,"DIRAS3","DIRAS family GTPase 3","Not_significant","DIRAS3"
"100129716",19.0886613061931,0.00378026351826951,0.0651062144778648,0.629821029418877,0.926151535156938,"ARRDC3-AS1","ARRDC3 antisense RNA 1","Not_significant","ARRDC3-AS1"
"10902",2417.51843032458,-0.00763594670706399,0.0637287277031715,0.630035448165292,0.926151535156938,"BRD8","bromodomain containing 8","Not_significant","BRD8"
"197259",500.086366851947,0.00589279133289418,0.0646232551093347,0.629894968400609,0.926151535156938,"MLKL","mixed lineage kinase domain like pseudokinase","Not_significant","MLKL"
"57669",1073.20009626019,0.00497765587906294,0.06486818588248,0.629789020518085,0.926151535156938,"EPB41L5","erythrocyte membrane protein band 4.1 like 5","Not_significant","EPB41L5"
"6585",64.238807486912,-0.00294360908842359,0.0652269342198445,0.630002031423282,0.926151535156938,"SLIT1","slit guidance ligand 1","Not_significant","SLIT1"
"6730",3752.98354451169,0.00754259862438309,0.0615070397800925,0.630001869039772,0.926151535156938,"SRP68","signal recognition particle 68","Not_significant","SRP68"
"80821",1302.16110146987,0.00741051104503141,0.0640911177339203,0.629867430074635,0.926151535156938,"DDHD1","DDHD domain containing 1","Not_significant","DDHD1"
"6615",169.128671885431,-0.00330800045367952,0.0651718337262003,0.630158217143385,0.926247670773848,"SNAI1","snail family transcriptional repressor 1","Not_significant","SNAI1"
"401505",872.613355504313,-0.00806550202018591,0.0637551471381014,0.630220939361847,0.92625553627647,"TOMM5","translocase of outer mitochondrial membrane 5","Not_significant","TOMM5"
"254359",245.401700496295,-0.00515234455017665,0.0648027167113798,0.63057379254913,0.926403976339266,"ZDHHC24","zDHHC palmitoyltransferase 24","Not_significant","ZDHHC24"
"3987",4426.12242037128,0.00589227551500369,0.0644926479568264,0.630520387148297,0.926403976339266,"LIMS1","LIM zinc finger domain containing 1","Not_significant","LIMS1"
"51714",4908.60440440167,-0.00751780142546656,0.0641251006320346,0.630608838647788,0.926403976339266,"SELENOT","selenoprotein T","Not_significant","SELENOT"
"5395",847.566434754892,0.00729631482163479,0.0641444700303952,0.630434232488396,0.926403976339266,"PMS2","PMS1 homolog 2, mismatch repair system component","Not_significant","PMS2"
"90853",135.398083960192,0.00297858655640457,0.0652301396565141,0.630539169003919,0.926403976339266,"SPOCD1","SPOC domain containing 1","Not_significant","SPOCD1"
"10630",919.905856244097,-0.00264678429090141,0.0652445317411883,0.630785331771096,0.926578944722441,"PDPN","podoplanin","Not_significant","PDPN"
"54505",2034.73252643732,0.00962189064101897,0.0618248940501636,0.63087428568291,0.926625304071196,"DHX29","DExH-box helicase 29","Not_significant","DHX29"
"10885",3290.71035126264,0.00619604454059433,0.0645256141539809,0.631210860781051,0.926866698254667,"WDR3","WD repeat domain 3","Not_significant","WDR3"
"7384",4945.92951545614,-0.00934368657808497,0.0631414448352894,0.631160580290737,0.926866698254667,"UQCRC1","ubiquinol-cytochrome c reductase core protein 1","Not_significant","UQCRC1"
"7849",93.0178807295228,-0.00320578339787342,0.0651520914682958,0.631166685635186,0.926866698254667,"PAX8","paired box 8","Not_significant","PAX8"
"100129075",155.446246458324,-0.00567477380029717,0.0646528349785973,0.632393997096375,0.926877285668836,"KTN1-AS1","KTN1 antisense RNA 1","Not_significant","KTN1-AS1"
"10425",3822.62949932784,-0.0110769678536437,0.0611065307173934,0.63207660095109,0.926877285668836,"ARIH2","ariadne RBR E3 ubiquitin protein ligase 2","Not_significant","ARIH2"
"1627",1777.41934117661,-0.00596731071258445,0.0645542291853634,0.632362017265209,0.926877285668836,"DBN1","drebrin 1","Not_significant","DBN1"
"1944",166.260553144488,-0.00421206123758178,0.0650082371643363,0.631876260419002,0.926877285668836,"EFNA3","ephrin A3","Not_significant","EFNA3"
"23588",1966.87374927404,-0.00910395666535106,0.0630717848678687,0.632273305961453,0.926877285668836,"KLHDC2","kelch domain containing 2","Not_significant","KLHDC2"
"252969",980.678778931947,0.00725018424059295,0.0641550968625632,0.632080971063171,0.926877285668836,"NEIL2","nei like DNA glycosylase 2","Not_significant","NEIL2"
"26090",3194.17047297744,-0.00558001445010326,0.0646249237286148,0.63146248975972,0.926877285668836,"ABHD12","abhydrolase domain containing 12, lysophospholipase","Not_significant","ABHD12"
"2781",142.304874772273,0.00361366653540367,0.0651299590636777,0.63255860286062,0.926877285668836,"GNAZ","G protein subunit alpha z","Not_significant","GNAZ"
"390980",578.733542939138,-0.0102632442002042,0.0622964036513499,0.632021774544869,0.926877285668836,"ZNF805","zinc finger protein 805","Not_significant","ZNF805"
"467",458.919941726611,-0.943149417087416,0.24809090902898,0.632518061261333,0.926877285668836,"ATF3","activating transcription factor 3","Not_significant","ATF3"
"50810",1847.55216644344,-0.00583583803858686,0.0646065737006681,0.631607814505131,0.926877285668836,"HDGFL3","HDGF like 3","Not_significant","HDGFL3"
"54757",1052.98126480229,0.00348333942020044,0.0651535157471834,0.632596887560029,0.926877285668836,"FAM20A","FAM20A golgi associated secretory pathway pseudokinase","Not_significant","FAM20A"
"55288",2320.071098119,-0.013016199658906,0.062413993572233,0.631649627574991,0.926877285668836,"RHOT1","ras homolog family member T1","Not_significant","RHOT1"
"55636",2163.26853632453,-0.00518537798233573,0.0648348440041086,0.632344279625512,0.926877285668836,"CHD7","chromodomain helicase DNA binding protein 7","Not_significant","CHD7"
"5591",12089.0263216411,-0.00495383546734809,0.0648385156131242,0.631695376677645,0.926877285668836,"PRKDC","protein kinase, DNA-activated, catalytic subunit","Not_significant","PRKDC"
"57494",1955.44241117882,-0.00637666448144121,0.0644273575210371,0.631773182763164,0.926877285668836,"RIMKLB","ribosomal modification protein rimK like family member B","Not_significant","RIMKLB"
"57576",452.651947132143,-0.00254522402667976,0.0652727149787502,0.631614648347233,0.926877285668836,"KIF17","kinesin family member 17","Not_significant","KIF17"
"5868",2812.7744811328,-0.00938483570625634,0.062988139125635,0.63155649704923,0.926877285668836,"RAB5A","RAB5A, member RAS oncogene family","Not_significant","RAB5A"
"6794",1126.16712639264,-0.00978292544285204,0.0626536371905854,0.632653309883591,0.926877285668836,"STK11","serine/threonine kinase 11","Not_significant","STK11"
"83857",1211.98638937867,0.00411091725232083,0.0650406771994034,0.632312432944581,0.926877285668836,"TMTC1","transmembrane O-mannosyltransferase targeting cadherins 1","Not_significant","TMTC1"
"84376",3471.85653019197,-0.00899310320297525,0.0631981678199528,0.632294221314115,0.926877285668836,"HOOK3","hook microtubule tethering protein 3","Not_significant","HOOK3"
"84519",114.80945743118,0.00473667760304355,0.0649062569236376,0.632646363907259,0.926877285668836,"ACRBP","acrosin binding protein","Not_significant","ACRBP"
"8479",729.195389922641,-0.011473999754049,0.0612357627544239,0.632093157819898,0.926877285668836,"HIRIP3","HIRA interacting protein 3","Not_significant","HIRIP3"
"89890",1081.56520777789,-0.00697002264509723,0.0641547285240229,0.631452311687382,0.926877285668836,"KBTBD6","kelch repeat and BTB domain containing 6","Not_significant","KBTBD6"
"943",77.9345493769041,0.00301499159869639,0.0652207206767508,0.632517771426495,0.926877285668836,"TNFRSF8","TNF receptor superfamily member 8","Not_significant","TNFRSF8"
"100048912",54.0492317362152,-0.00267986079016487,0.0652528169330696,0.63524244680795,0.927257314925616,"CDKN2B-AS1","CDKN2B and CDKN2A antisense cis and trans regulatory RNA 1","Not_significant","CDKN2B-AS1"
"100129405",191.965709376905,-0.00608869792993479,0.0644136493030204,0.637300499391147,0.927257314925616,"MSTO2P","misato family member 2, pseudogene","Not_significant","MSTO2P"
"100137049",17.2634012236101,0.00381608821373195,0.0650703350188477,0.639746709080195,0.927257314925616,"PLA2G4B","phospholipase A2 group IVB","Not_significant","PLA2G4B"
"10043",1654.17050390005,-0.00703781841142484,0.0641051152702225,0.636769240848807,0.927257314925616,"TOM1","target of myb1 membrane trafficking protein","Not_significant","TOM1"
"100505702",403.321181762156,-0.00341115628539605,0.0651406207677463,0.636732699475775,0.927257314925616,"LINC01094","long intergenic non-protein coding RNA 1094","Not_significant","LINC01094"
"10194",1435.69604621378,0.00871761286056093,0.0637430533932952,0.634122772189163,0.927257314925616,"TSHZ1","teashirt zinc finger homeobox 1","Not_significant","TSHZ1"
"10279",33.6594531208464,0.00278579225531171,0.0652471655822013,0.633753054540017,0.927257314925616,"PRSS16","serine protease 16","Not_significant","PRSS16"
"10594",10279.6987550441,0.0132351822026004,0.0619619533591168,0.636421752021658,0.927257314925616,"PRPF8","pre-mRNA processing factor 8","Not_significant","PRPF8"
"10614",2074.25408007354,-0.00734342635165454,0.0636393853539889,0.634174016589026,0.927257314925616,"HEXIM1","HEXIM P-TEFb complex subunit 1","Not_significant","HEXIM1"
"10783",3056.52194240318,-0.00671399946203429,0.0643173387924045,0.633871330336173,0.927257314925616,"NEK6","NIMA related kinase 6","Not_significant","NEK6"
"1111",1032.09935955937,-0.00584959297214524,0.0645173351296389,0.63962123499253,0.927257314925616,"CHEK1","checkpoint kinase 1","Not_significant","CHEK1"
"116071",459.303138333989,-0.00391783771485486,0.0650462761557735,0.637883671352591,0.927257314925616,"BATF2","basic leucine zipper ATF-like transcription factor 2","Not_significant","BATF2"
"1359",252.098603671421,-0.00778911720613317,0.0660134062218033,0.637012210284802,0.927257314925616,"CPA3","carboxypeptidase A3","Not_significant","CPA3"
"145407",244.44127608225,0.00417794588832969,0.0650216305965697,0.634417409467234,0.927257314925616,"ARMH4","armadillo like helical domain containing 4","Not_significant","ARMH4"
"1519",2849.98154851349,0.00509004863306375,0.064801369607615,0.637525438034096,0.927257314925616,"CTSO","cathepsin O","Not_significant","CTSO"
"152559",1440.29563362443,-0.00914838713678094,0.0629724747046666,0.639514940851058,0.927257314925616,"PAQR3","progestin and adipoQ receptor family member 3","Not_significant","PAQR3"
"154141",1355.41510419393,-0.00734328692402446,0.0639694281495592,0.639661892719718,0.927257314925616,"MBOAT1","membrane bound glycerophospholipid O-acyltransferase 1","Not_significant","MBOAT1"
